"Date","Transaction Type","Transaction Status","Original Currency","Original Amount","Currency","Amount","Merchant Name","Last4","Card Name","Decline Reason"
"2023-11-10 15:49:58 +01:00","POS_TX","APPROVED","SGD","216.43","USD","161.99","PAYPAL *ME","3038","Enugbeh mo need owo",""
"2023-11-10 03:33:51 +01:00","POS_TX","APPROVED","SGD","70.90","USD","53.10","PAYPAL *HOLUWALOLOPE","3038","Enugbeh mo need owo",""
"2023-11-10 00:47:13 +01:00","POS_TX","APPROVED","USD","14.25","USD","14.25","CURB MOBILITY","3038","Enugbeh mo need owo",""
"2023-11-09 22:21:53 +01:00","POS_TX","APPROVED","USD","90.00","USD","90.00","AT *FIELD MUSEUM","3038","Enugbeh mo need owo",""
"2023-11-09 04:25:46 +01:00","POS_TX","APPROVED","SGD","26.76","USD","20.02","PAYPAL *UBER","3038","Enugbeh mo need owo",""
"2023-11-09 04:08:17 +01:00","POS_TX","APPROVED","SGD","29.60","USD","5.32","PAYPAL *UBER","3038","Enugbeh mo need owo",""
"2023-11-08 20:18:29 +01:00","POS_TX","APPROVED","SGD","26.82","USD","20.07","PAYPAL *UBER","3038","Enugbeh mo need owo",""
"2023-11-08 13:16:22 +01:00","POS_TX","APPROVED","USD","481.43","USD","481.43","AIRBNB * HMZW3RT3EP","3038","Enugbeh mo need owo",""
"2023-11-08 03:15:53 +01:00","POS_TX","APPROVED","USD","81.19","USD","81.19","COMFORTS AFRICAN CUISI","3038","Enugbeh mo need owo",""
"2023-11-06 23:46:56 +01:00","POS_TX","APPROVED","USD","18.90","USD","18.90","CURB MOBILITY","3038","Enugbeh mo need owo",""
"2023-11-06 23:29:50 +01:00","REFUND","APPROVED","USD","21.95","USD","21.95","UBR* PENDING.UBER.COM","3038","Enugbeh mo need owo",""
"2023-11-06 23:20:38 +01:00","POS_TX","APPROVED","USD","21.95","USD","21.95","UBR* PENDING.UBER.COM","3038","Enugbeh mo need owo",""
"2023-11-06 18:06:52 +01:00","POS_TX","APPROVED","SGD","13.65","USD","10.22","PAYPAL *ME","3038","Enugbeh mo need owo",""
"2023-11-06 13:19:19 +01:00","REFUND","APPROVED","SGD","1.00","USD","0.76","PAYPAL","3038","Enugbeh mo need owo",""
"2023-11-06 13:19:15 +01:00","POS_TX","APPROVED","SGD","1.00","USD","0.76","PAYPAL","3038","Enugbeh mo need owo",""
"2023-11-06 03:18:20 +01:00","POS_TX","APPROVED","USD","12.93","USD","5.02","UBR* PENDING.UBER.COM","3038","Enugbeh mo need owo",""
"2023-11-06 01:44:57 +01:00","POS_TX","APPROVED","SGD","491.40","USD","287.80","United Airlines - Sing","3038","Enugbeh mo need owo",""
"2023-11-06 01:36:27 +01:00","POS_TX","DECLINED","USD","1.00","USD","0","GOOGLE *TEMPORARY HOLD","3038","Enugbeh mo need owo","wrong CVV"
"2023-11-05 22:38:46 +01:00","POS_TX","APPROVED","USD","400.00","USD","99.68","HILTON PALMER HOUSE","3038","Enugbeh mo need owo",""
"2023-11-05 22:29:43 +01:00","POS_TX","APPROVED","USD","0.06","USD","0.06","UBER   *TRIP","3038","Enugbeh mo need owo",""
"2023-11-05 22:19:17 +01:00","POS_TX","APPROVED","USD","5.50","USD","5.56","UBR* PENDING.UBER.COM","3038","Enugbeh mo need owo",""
"2023-11-05 00:40:58 +01:00","POS_TX","APPROVED","USD","29.62","USD","29.62","TELLO US","3038","Enugbeh mo need owo",""
"2023-11-05 00:39:23 +01:00","POS_TX","DECLINED","USD","0","USD","0","GOOGLE *TEMPORARY HOLD","3038","Enugbeh mo need owo","wrong CVV"
"2023-11-05 00:39:17 +01:00","POS_TX","DECLINED","USD","0","USD","0","GOOGLE *TEMPORARY HOLD","3038","Enugbeh mo need owo","wrong CVV"
"2023-11-05 00:15:37 +01:00","POS_TX","DECLINED","USD","0","USD","0","GOOGLE *TEMPORARY HOLD","2001","Untitled Card","wrong CVV"
"2023-11-04 18:12:54 +01:00","POS_TX","APPROVED","EUR","8.00","USD","8.84","KLM NETHERLANDS","2001","Untitled Card",""
"2023-11-03 19:14:15 +01:00","DEPOSIT","APPROVED","USD","2,000.00","USD","2,000.00","Deel Balance","","",""
"2023-11-03 02:44:02 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-10-31 12:59:16 +01:00","WITHDRAWAL","APPROVED","USD","4,000.00","USD","4,000.00","Deel Balance","","",""
"2023-10-31 12:58:57 +01:00","DEPOSIT","APPROVED","USD","4,000.00","USD","4,000.00","Deel Balance","","",""
"2023-10-26 13:29:12 +01:00","POS_TX","APPROVED","USD","783.85","USD","783.85","KLM","3038","Enugbeh mo need owo",""
"2023-10-26 13:27:05 +01:00","DEPOSIT","APPROVED","USD","50.00","USD","50.00","Deel Balance","","",""
"2023-10-26 13:26:48 +01:00","DEPOSIT","APPROVED","USD","750.00","USD","750.00","Deel Balance","","",""
"2023-10-24 11:09:44 +01:00","WITHDRAWAL","APPROVED","USD","60.00","USD","60.00","Deel Balance","","",""
"2023-10-24 11:09:32 +01:00","DEPOSIT","APPROVED","USD","30.00","USD","30.00","Deel Balance","","",""
"2023-10-13 16:05:57 +01:00","POS_TX","APPROVED","USD","362.89","USD","362.89","AIRBNB * HM5WZS22MW","3038","Enugbeh mo need owo",""
"2023-10-13 16:02:53 +01:00","DEPOSIT","APPROVED","USD","400.00","USD","400.00","Deel Balance","","",""
"2023-10-13 12:36:55 +01:00","WITHDRAWAL","APPROVED","USD","120.00","USD","120.00","Deel Balance","","",""
"2023-10-13 12:35:52 +01:00","POS_TX","APPROVED","USD","250.00","USD","250.00","EVENT* THE LINUX FOUND","3038","Enugbeh mo need owo",""
"2023-10-13 12:31:15 +01:00","DEPOSIT","APPROVED","USD","370.00","USD","370.00","Deel Balance","","",""
"2023-10-13 10:27:01 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-10-13 10:26:12 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-10-13 10:24:55 +01:00","DEPOSIT","APPROVED","USD","10.00","USD","10.00","Deel Balance","","",""
"2023-10-13 10:07:52 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-10-09 08:53:57 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-10-06 07:29:30 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-10-05 16:07:10 +01:00","POS_TX","DECLINED","EUR","6.68","USD","0","Google GSUITE_pupple.c","3038","Enugbeh mo need owo","blocked card"
"2023-10-04 16:07:05 +01:00","POS_TX","DECLINED","EUR","6.68","USD","0","GOOGLE*GSUITE PUPPLE.C","3038","Enugbeh mo need owo","insufficient funds"
"2023-10-03 06:06:44 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-09-29 10:30:52 +01:00","POS_TX","APPROVED","USD","1,339.85","USD","1,339.85","KLM NIGERIA WEB","3038","Enugbeh mo need owo",""
"2023-09-29 10:29:09 +01:00","DEPOSIT","APPROVED","USD","3.00","USD","3.00","Deel Balance","","",""
"2023-09-29 10:28:12 +01:00","DEPOSIT","APPROVED","USD","30.00","USD","30.00","Deel Balance","","",""
"2023-09-29 10:27:33 +01:00","POS_TX","DECLINED","USD","1,339.85","USD","0","KLM NIGERIA WEB","3038","Enugbeh mo need owo","insufficient funds"
"2023-09-29 10:13:34 +01:00","DEPOSIT","APPROVED","USD","1,350.00","USD","1,350.00","Deel Balance","","",""
"2023-09-29 10:13:34 +01:00","FEE","APPROVED","USD","40.00","USD","40.00","Deel Inc. - Card Delivery Fee","2001","Untitled Card",""
"2023-09-29 10:13:34 +01:00","FEE","APPROVED","USD","10.00","USD","10.00","Deel Inc. - New Card Fee","2001","Untitled Card",""
"2023-09-17 23:46:25 +01:00","POS_TX","APPROVED","ZAR","1,099.95","USD","58.53","EA *ELECTRONIC ARTS","3038","Enugbeh mo need owo",""
"2023-09-17 23:45:47 +01:00","POS_TX","DECLINED","SGD","1.00","USD","0","EA *ELECTRONIC ARTS","3038","Enugbeh mo need owo","wrong CVV"
"2023-09-17 23:45:46 +01:00","POS_TX","DECLINED","SGD","0","USD","0","EA *ELECTRONIC ARTS","3038","Enugbeh mo need owo","wrong CVV"
"2023-09-17 23:45:24 +01:00","DEPOSIT","APPROVED","USD","60.00","USD","60.00","Deel Balance","","",""
"2023-09-09 10:20:45 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-09-09 10:16:21 +01:00","DEPOSIT","APPROVED","USD","10.00","USD","10.00","Deel Balance","","",""
"2023-09-09 10:03:43 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-09-06 09:07:14 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-09-03 07:42:02 +01:00","POS_TX","DECLINED","USD","4.30","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-09-03 04:43:51 +01:00","POS_TX","APPROVED","USD","239.15","USD","239.15","AMAZON.COM.PAYMENTS","3038","Enugbeh mo need owo",""
"2023-09-02 18:13:59 +01:00","POS_TX","APPROVED","USD","46.95","USD","46.95","AMZN Mktp US","3038","Enugbeh mo need owo",""
"2023-09-01 07:57:47 +01:00","DEPOSIT","APPROVED","USD","230.00","USD","230.00","Deel Balance","","",""
"2023-08-25 05:23:03 +01:00","POS_TX","APPROVED","USD","143.15","USD","94.59","AMZN Mktp US","3038","Enugbeh mo need owo",""
"2023-08-24 22:55:26 +01:00","DEPOSIT","APPROVED","USD","150.00","USD","150.00","Deel Balance","","",""
"2023-08-10 18:48:33 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-08-09 22:19:46 +01:00","POS_TX","DECLINED","USD","30.41","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-08-09 12:17:29 +01:00","POS_TX","DECLINED","USD","20.00","USD","0","CHATGPT SUBSCRIPTION","3038","Enugbeh mo need owo","insufficient funds"
"2023-08-06 21:28:08 +01:00","POS_TX","DECLINED","USD","30.41","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-08-02 19:43:53 +01:00","POS_TX","DECLINED","USD","30.41","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-08-01 10:27:40 +01:00","POS_TX","APPROVED","USD","200.00","USD","200.00","EVENT* THE LINUX FOUND","3038","Enugbeh mo need owo",""
"2023-08-01 10:27:31 +01:00","DEPOSIT","APPROVED","USD","200.00","USD","200.00","Deel Balance","","",""
"2023-07-29 01:13:44 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-07-21 23:40:10 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-07-19 16:06:05 +01:00","WITHDRAWAL","APPROVED","USD","40.00","USD","40.00","Deel Balance","","",""
"2023-07-19 16:05:49 +01:00","WITHDRAWAL","APPROVED","USD","10.00","USD","10.00","Deel Balance","","",""
"2023-07-18 20:44:38 +01:00","REFUND","APPROVED","USD","8.99","USD","8.99","STEAMGAMES.COM 4259522   Bellevue     US","3038","Enugbeh mo need owo",""
"2023-07-17 22:26:24 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-07-13 20:58:33 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-07-13 19:31:43 +01:00","REFUND","APPROVED","USD","37.28","USD","37.28","WL *STEAM PURCHASE","3038","Enugbeh mo need owo",""
"2023-07-13 13:19:12 +01:00","POS_TX","APPROVED","USD","37.28","USD","37.28","WL *STEAM PURCHASE","3038","Enugbeh mo need owo",""
"2023-07-13 13:17:32 +01:00","DEPOSIT","APPROVED","USD","40.00","USD","40.00","Deel Balance","","",""
"2023-07-11 17:51:36 +01:00","POS_TX","APPROVED","USD","8.99","USD","8.99","STEAMGAMES.COM 4259522","3038","Enugbeh mo need owo",""
"2023-07-11 13:38:55 +01:00","DEPOSIT","APPROVED","USD","10.00","USD","10.00","Deel Balance","","",""
"2023-07-09 20:34:28 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-07-09 11:05:02 +01:00","POS_TX","APPROVED","USD","20.00","USD","20.00","CHATGPT SUBSCRIPTION","3038","Enugbeh mo need owo",""
"2023-07-09 11:03:50 +01:00","DEPOSIT","APPROVED","USD","20.00","USD","20.00","Deel Balance","","",""
"2023-07-06 19:21:06 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-07-06 11:33:24 +01:00","POS_TX","APPROVED","USD","40.91","USD","40.91","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-07-06 11:32:59 +01:00","DEPOSIT","APPROVED","USD","2.00","USD","2.00","Deel Balance","","",""
"2023-07-06 11:32:28 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-07-06 11:32:00 +01:00","DEPOSIT","APPROVED","USD","40.00","USD","40.00","Deel Balance","","",""
"2023-07-02 19:10:57 +01:00","POS_TX","DECLINED","USD","87.27","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-28 20:39:12 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-25 10:49:46 +01:00","WITHDRAWAL","APPROVED","USD","1.82","USD","1.82","Deel Balance","","",""
"2023-06-21 20:12:26 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-17 19:26:08 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-13 17:55:13 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-09 16:35:57 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-07 02:50:05 +01:00","POS_TX","DECLINED","USD","20.00","USD","0","CHATGPT SUBSCRIPTION","3038","Enugbeh mo need owo","blocked card"
"2023-06-06 16:23:25 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","blocked card"
"2023-06-04 02:11:13 +01:00","POS_TX","APPROVED","EUR","70.46","USD","76.91","DNH*GO DADDY EUROPE EU","3038","Enugbeh mo need owo",""
"2023-06-04 02:10:57 +01:00","DEPOSIT","APPROVED","USD","5.00","USD","5.00","Deel Balance","","",""
"2023-06-04 02:10:16 +01:00","POS_TX","DECLINED","EUR","70.46","USD","0","DNH*GODADDY.COM EUROPE","3038","Enugbeh mo need owo","insufficient funds"
"2023-06-04 02:09:46 +01:00","DEPOSIT","APPROVED","USD","70.00","USD","70.00","Deel Balance","","",""
"2023-06-02 14:44:56 +01:00","POS_TX","DECLINED","USD","40.91","USD","0","AWS EMEA","3038","Enugbeh mo need owo","insufficient funds"
"2023-06-01 21:54:50 +01:00","POS_TX","APPROVED","USD","671.98","USD","671.98","AIRBNB * HMJW3T3CR3","3038","Enugbeh mo need owo",""
"2023-06-01 21:42:08 +01:00","DEPOSIT","APPROVED","USD","640.00","USD","640.00","Deel Balance","","",""
"2023-05-21 10:00:36 +01:00","POS_TX","APPROVED","GBP","17.43","USD","22.06","DNH*GODADDY.COM EUROPE","3038","Enugbeh mo need owo",""
"2023-05-21 09:59:24 +01:00","DEPOSIT","APPROVED","USD","50.00","USD","50.00","Deel Balance","","",""
"2023-05-07 01:48:21 +01:00","POS_TX","APPROVED","USD","20.00","USD","20.00","CHATGPT SUBSCRIPTION","3038","Enugbeh mo need owo",""
"2023-05-07 01:46:38 +01:00","DEPOSIT","APPROVED","USD","20.00","USD","20.00","Deel Balance","","",""
"2023-05-04 21:34:08 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-05-04 21:33:23 +01:00","POS_TX","APPROVED","USD","4.33","USD","4.33","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-05-04 21:32:59 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-05-04 21:32:06 +01:00","POS_TX","APPROVED","USD","4.30","USD","4.30","AWS EMEA","3038","Enugbeh mo need owo",""
"2023-05-04 19:59:14 +01:00","POS_TX","DECLINED","USD","20.91","USD","0","Wise","3038","Enugbeh mo need owo","security risk detected"
"2023-05-04 19:59:14 +01:00","POS_TX","DECLINED","USD","20.91","USD","0","Wise","3038","Enugbeh mo need owo","restricted transaction"
"2023-05-04 19:57:18 +01:00","FEE","APPROVED","USD","5.00","USD","5.00","Deel Inc. - New Card Fee","3038","Enugbeh mo need owo",""
"2023-05-04 19:57:18 +01:00","DEPOSIT","APPROVED","USD","30.00","USD","30.00","Deel Balance","","",""